epoch,train_loss,val_loss,lr
0,0.4988051652908325,0.42979297041893005,0.009999999776482582
1,0.427249550819397,0.43439221382141113,0.009999999776482582
2,0.4268296957015991,0.42847374081611633,0.009999999776482582
3,0.42658716440200806,0.42831361293792725,0.009999999776482582
4,0.42654722929000854,0.42836105823516846,0.009999999776482582
5,0.4264800250530243,0.42832520604133606,0.009999999776482582
6,0.4264336824417114,0.42793750762939453,0.009999999776482582
7,0.4264128804206848,0.4279543459415436,0.009999999776482582
8,0.4263803958892822,0.4282253682613373,0.009999999776482582
9,0.42636680603027344,0.42830008268356323,0.009999999776482582
10,0.4263400435447693,0.42824503779411316,0.009999999776482582
11,0.4263351261615753,0.4282464385032654,0.009999999776482582
12,0.4263063967227936,0.42818206548690796,0.009999999776482582
13,0.42630380392074585,0.4275447130203247,0.009999999776482582
14,0.426296591758728,0.42816585302352905,0.009999999776482582
15,0.4262937307357788,0.4278538227081299,0.009999999776482582
16,0.42629823088645935,0.4275611639022827,0.009999999776482582
17,0.42627933621406555,0.42756983637809753,0.009999999776482582
18,0.42627447843551636,0.4275692105293274,0.009999999776482582
19,0.42626574635505676,0.4276033043861389,0.009999999776482582
20,0.4262571334838867,0.4277835190296173,0.009999999776482582
21,0.4263177812099457,0.4274877905845642,0.009999999776482582
22,0.4262482523918152,0.4276697635650635,0.009999999776482582
23,0.4262491762638092,0.42748844623565674,0.009999999776482582
24,0.4262372851371765,0.4275241196155548,0.009999999776482582
25,0.42622390389442444,0.42747023701667786,0.009999999776482582
26,0.4262276291847229,0.42756402492523193,0.009999999776482582
27,0.426233172416687,0.42755135893821716,0.009999999776482582
28,0.4262411296367645,0.4277305006980896,0.009999999776482582
29,0.42622846364974976,0.428348183631897,0.009999999776482582
30,0.42621928453445435,0.4283812642097473,0.009999999776482582
31,0.4262021780014038,0.4283960163593292,0.009999999776482582
32,0.42622289061546326,0.4274459183216095,0.009999999776482582
33,0.4262702167034149,0.4285742938518524,0.009999999776482582
34,0.42629069089889526,0.42809319496154785,0.009999999776482582
35,0.42625653743743896,0.4282660186290741,0.009999999776482582
36,0.42623355984687805,0.4281841516494751,0.009999999776482582
37,0.4262133538722992,0.4281712770462036,0.009999999776482582
38,0.4261958599090576,0.4283331334590912,0.009999999776482582
39,0.4261871874332428,0.42834174633026123,0.009999999776482582
