val_loss,lr,epoch,step,train_loss
0.4275166988372803,0.009999999776482582,63,9023,
,,63,9023,0.4261157512664795
0.42760366201400757,0.009999999776482582,64,9164,
,,64,9164,0.42611750960350037
0.427570104598999,0.009999999776482582,65,9305,
,,65,9305,0.4261121451854706
0.4275931119918823,0.009999999776482582,66,9446,
,,66,9446,0.426103800535202
0.4275829493999481,0.009999999776482582,67,9587,
,,67,9587,0.42611002922058105
0.42751944065093994,0.009999999776482582,68,9728,
,,68,9728,0.42610621452331543
0.42755991220474243,0.009999999776482582,69,9869,
,,69,9869,0.42610037326812744
0.42747604846954346,0.009999999776482582,70,10010,
,,70,10010,0.42610836029052734
0.42750248312950134,0.009999999776482582,71,10151,
,,71,10151,0.42610594630241394
0.4274880290031433,0.009999999776482582,72,10292,
,,72,10292,0.42610597610473633
0.42748114466667175,0.009999999776482582,73,10433,
,,73,10433,0.4260997176170349
0.42746880650520325,0.009999999776482582,74,10574,
,,74,10574,0.4260914623737335
0.42748770117759705,0.009999999776482582,75,10715,
,,75,10715,0.4260885715484619
0.42783111333847046,0.009999999776482582,76,10856,
,,76,10856,0.4261319041252136
0.4273461699485779,0.009999999776482582,77,10997,
,,77,10997,0.4260959327220917
0.42726245522499084,0.009999999776482582,78,11138,
,,78,11138,0.42609041929244995
0.42726024985313416,0.009999999776482582,79,11279,
,,79,11279,0.42609164118766785
0.4272434413433075,0.009999999776482582,80,11420,
,,80,11420,0.4261060059070587
0.4272662401199341,0.009999999776482582,81,11561,
,,81,11561,0.4260867238044739
0.42724961042404175,0.009999999776482582,82,11702,
,,82,11702,0.42608487606048584
0.4272089898586273,0.009999999776482582,83,11843,
,,83,11843,0.42608073353767395
0.4272110164165497,0.009999999776482582,84,11984,
,,84,11984,0.4260832965373993
0.4271845519542694,0.009999999776482582,85,12125,
,,85,12125,0.4260871708393097
0.42718151211738586,0.009999999776482582,86,12266,
,,86,12266,0.42607980966567993
0.4271866977214813,0.009999999776482582,87,12407,
,,87,12407,0.4260762929916382
0.42721426486968994,0.009999999776482582,88,12548,
,,88,12548,0.4260753095149994
0.4271627366542816,0.009999999776482582,89,12689,
,,89,12689,0.42607229948043823
0.4271854758262634,0.009999999776482582,90,12830,
,,90,12830,0.4260750710964203
0.4272361397743225,0.009999999776482582,91,12971,
,,91,12971,0.42607131600379944
0.42844539880752563,0.009999999776482582,92,13112,
,,92,13112,0.4260784685611725
0.42838814854621887,0.009999999776482582,93,13253,
,,93,13253,0.4260827302932739
0.4273657202720642,0.009999999776482582,94,13394,
,,94,13394,0.42607933282852173
0.4273238182067871,0.009999999776482582,95,13535,
,,95,13535,0.4260685443878174
0.4273390769958496,0.009999999776482582,96,13676,
,,96,13676,0.42606601119041443
0.42745402455329895,0.009999999776482582,97,13817,
,,97,13817,0.4260728061199188
0.427408903837204,0.009999999776482582,98,13958,
,,98,13958,0.4260687530040741
0.42735913395881653,0.009999999776482582,99,14099,
,,99,14099,0.4260633885860443
0.4272841811180115,0.009999999776482582,100,14240,
,,100,14240,0.426058292388916
0.4272846579551697,0.009999999776482582,101,14381,
,,101,14381,0.42606231570243835
0.42727166414260864,0.009999999776482582,102,14522,
,,102,14522,0.426064133644104
0.4274251461029053,0.009999999776482582,103,14663,
,,103,14663,0.42606574296951294
0.4273441433906555,0.009999999776482582,104,14804,
,,104,14804,0.42606431245803833
0.42738810181617737,0.009999999776482582,105,14945,
,,105,14945,0.42606544494628906
0.4272923171520233,0.009999999776482582,106,15086,
,,106,15086,0.42606237530708313
0.4272882342338562,0.009999999776482582,107,15227,
,,107,15227,0.42606320977211
0.4272644519805908,0.009999999776482582,108,15368,
,,108,15368,0.4260646402835846
0.4271479547023773,0.009999999776482582,109,15509,
,,109,15509,0.42605823278427124
0.42724934220314026,0.009999999776482582,110,15650,
,,110,15650,0.42605146765708923
0.4272012412548065,0.009999999776482582,111,15791,
,,111,15791,0.4260879158973694
0.427164226770401,0.009999999776482582,112,15932,
,,112,15932,0.426058292388916
0.4271620512008667,0.009999999776482582,113,16073,
,,113,16073,0.4260539710521698
0.4271550476551056,0.009999999776482582,114,16214,
,,114,16214,0.426053524017334
0.42714065313339233,0.009999999776482582,115,16355,
,,115,16355,0.4260510504245758
0.42717090249061584,0.009999999776482582,116,16496,
,,116,16496,0.42605289816856384
0.42797142267227173,0.009999999776482582,117,16637,
,,117,16637,0.42605841159820557
0.42763620615005493,0.009999999776482582,118,16778,
,,118,16778,0.42605558037757874
0.4277494549751282,0.009999999776482582,119,16919,
,,119,16919,0.4260513484477997
0.4277573823928833,0.009999999776482582,120,17060,
,,120,17060,0.4260428547859192
0.42780300974845886,0.009999999776482582,121,17201,
,,121,17201,0.4260392487049103
0.42783284187316895,0.009999999776482582,122,17342,
,,122,17342,0.4260447025299072
0.42772263288497925,0.009999999776482582,123,17483,
,,123,17483,0.42604249715805054
0.42779722809791565,0.009999999776482582,124,17624,
,,124,17624,0.42604392766952515
0.4277534484863281,0.009999999776482582,125,17765,
,,125,17765,0.42604556679725647
0.427761971950531,0.009999999776482582,126,17906,
,,126,17906,0.42604416608810425
0.42758414149284363,0.009999999776482582,127,18047,
,,127,18047,0.42605140805244446
0.42746397852897644,0.009999999776482582,128,18188,
,,128,18188,0.42605239152908325
0.42756417393684387,0.009999999776482582,129,18329,
,,129,18329,0.4260464310646057
0.42762520909309387,0.009999999776482582,130,18470,
,,130,18470,0.4260481595993042
0.42760586738586426,0.009999999776482582,131,18611,
,,131,18611,0.4260549247264862
0.42759019136428833,0.009999999776482582,132,18752,
,,132,18752,0.4260501265525818
0.42764243483543396,0.009999999776482582,133,18893,
,,133,18893,0.4260457754135132
0.4275982677936554,0.009999999776482582,134,19034,
,,134,19034,0.4260449707508087
0.42758917808532715,0.009999999776482582,135,19175,
,,135,19175,0.42604583501815796
0.42756417393684387,0.009999999776482582,136,19316,
,,136,19316,0.4260501563549042
0.4274221956729889,0.009999999776482582,137,19457,
,,137,19457,0.4260479211807251
0.4274369478225708,0.009999999776482582,138,19598,
,,138,19598,0.4260464906692505
0.4274902641773224,0.009999999776482582,139,19739,
,,139,19739,0.42604491114616394
0.4274887144565582,0.009999999776482582,140,19880,
,,140,19880,0.42604267597198486
0.42746812105178833,0.009999999776482582,141,20021,
,,141,20021,0.4260444641113281
0.4275907278060913,0.009999999776482582,142,20162,
,,142,20162,0.4260551333427429
0.42771023511886597,0.009999999776482582,143,20303,
,,143,20303,0.42605841159820557
0.4276169538497925,0.009999999776482582,144,20444,
,,144,20444,0.42605993151664734
0.42763105034828186,0.009999999776482582,145,20585,
,,145,20585,0.4260648190975189
0.42755234241485596,0.009999999776482582,146,20726,
,,146,20726,0.4260609447956085
0.4275696873664856,0.009999999776482582,147,20867,
,,147,20867,0.4260551631450653
0.4275452196598053,0.009999999776482582,148,21008,
,,148,21008,0.42604726552963257
0.427591472864151,0.009999999776482582,149,21149,
,,149,21149,0.4260466694831848
0.4276760518550873,0.009999999776482582,150,21290,
,,150,21290,0.42604753375053406
0.42759960889816284,0.009999999776482582,151,21431,
,,151,21431,0.42604491114616394
0.42757469415664673,0.009999999776482582,152,21572,
,,152,21572,0.4260379374027252
0.4276631772518158,0.009999999776482582,153,21713,
,,153,21713,0.42603832483291626
0.42749693989753723,0.009999999776482582,154,21854,
,,154,21854,0.426034539937973
0.4275000989437103,0.009999999776482582,155,21995,
,,155,21995,0.4260352551937103
0.42743951082229614,0.009999999776482582,156,22136,
,,156,22136,0.4260348677635193
0.42746737599372864,0.009999999776482582,157,22277,
,,157,22277,0.42603278160095215
0.4274532198905945,0.009999999776482582,158,22418,
,,158,22418,0.42603474855422974
0.42751091718673706,0.009999999776482582,159,22559,
,,159,22559,0.42603257298469543
0.4274488687515259,0.009999999776482582,160,22700,
,,160,22700,0.42603519558906555
0.427577406167984,0.009999999776482582,161,22841,
,,161,22841,0.42604348063468933
0.4275462031364441,0.009999999776482582,162,22982,
,,162,22982,0.42603299021720886
0.42756325006484985,0.009999999776482582,163,23123,
,,163,23123,0.42602935433387756
0.4274972379207611,0.009999999776482582,164,23264,
,,164,23264,0.42603304982185364
0.42746347188949585,0.009999999776482582,165,23405,
,,165,23405,0.4260292649269104
