val_loss,lr,epoch,step,train_loss
0.42979297041893005,0.009999999776482582,0,140,
,,0,140,0.4988051652908325
0.43439221382141113,0.009999999776482582,1,281,
,,1,281,0.427249550819397
0.42847374081611633,0.009999999776482582,2,422,
,,2,422,0.4268296957015991
0.42831361293792725,0.009999999776482582,3,563,
,,3,563,0.42658716440200806
0.42836105823516846,0.009999999776482582,4,704,
,,4,704,0.42654722929000854
0.42832520604133606,0.009999999776482582,5,845,
,,5,845,0.4264800250530243
0.42793750762939453,0.009999999776482582,6,986,
,,6,986,0.4264336824417114
0.4279543459415436,0.009999999776482582,7,1127,
,,7,1127,0.4264128804206848
0.4282253682613373,0.009999999776482582,8,1268,
,,8,1268,0.4263803958892822
0.42830008268356323,0.009999999776482582,9,1409,
,,9,1409,0.42636680603027344
0.42824503779411316,0.009999999776482582,10,1550,
,,10,1550,0.4263400435447693
0.4282464385032654,0.009999999776482582,11,1691,
,,11,1691,0.4263351261615753
0.42818206548690796,0.009999999776482582,12,1832,
,,12,1832,0.4263063967227936
0.4275447130203247,0.009999999776482582,13,1973,
,,13,1973,0.42630380392074585
0.42816585302352905,0.009999999776482582,14,2114,
,,14,2114,0.426296591758728
0.4278538227081299,0.009999999776482582,15,2255,
,,15,2255,0.4262937307357788
0.4275611639022827,0.009999999776482582,16,2396,
,,16,2396,0.42629823088645935
0.42756983637809753,0.009999999776482582,17,2537,
,,17,2537,0.42627933621406555
0.4275692105293274,0.009999999776482582,18,2678,
,,18,2678,0.42627447843551636
0.4276033043861389,0.009999999776482582,19,2819,
,,19,2819,0.42626574635505676
0.4277835190296173,0.009999999776482582,20,2960,
,,20,2960,0.4262571334838867
0.4274877905845642,0.009999999776482582,21,3101,
,,21,3101,0.4263177812099457
0.4276697635650635,0.009999999776482582,22,3242,
,,22,3242,0.4262482523918152
0.42748844623565674,0.009999999776482582,23,3383,
,,23,3383,0.4262491762638092
0.4275241196155548,0.009999999776482582,24,3524,
,,24,3524,0.4262372851371765
0.42747023701667786,0.009999999776482582,25,3665,
,,25,3665,0.42622390389442444
0.42756402492523193,0.009999999776482582,26,3806,
,,26,3806,0.4262276291847229
0.42755135893821716,0.009999999776482582,27,3947,
,,27,3947,0.426233172416687
0.4277305006980896,0.009999999776482582,28,4088,
,,28,4088,0.4262411296367645
0.428348183631897,0.009999999776482582,29,4229,
,,29,4229,0.42622846364974976
0.4283812642097473,0.009999999776482582,30,4370,
,,30,4370,0.42621928453445435
0.4283960163593292,0.009999999776482582,31,4511,
,,31,4511,0.4262021780014038
0.4274459183216095,0.009999999776482582,32,4652,
,,32,4652,0.42622289061546326
0.4285742938518524,0.009999999776482582,33,4793,
,,33,4793,0.4262702167034149
0.42809319496154785,0.009999999776482582,34,4934,
,,34,4934,0.42629069089889526
0.4282660186290741,0.009999999776482582,35,5075,
,,35,5075,0.42625653743743896
0.4281841516494751,0.009999999776482582,36,5216,
,,36,5216,0.42623355984687805
0.4281712770462036,0.009999999776482582,37,5357,
,,37,5357,0.4262133538722992
0.4283331334590912,0.009999999776482582,38,5498,
,,38,5498,0.4261958599090576
0.42834174633026123,0.009999999776482582,39,5639,
,,39,5639,0.4261871874332428
0.4283737540245056,0.009999999776482582,40,5780,
,,40,5780,0.4261797368526459
0.4282419681549072,0.009999999776482582,41,5921,
,,41,5921,0.42618295550346375
0.4282495379447937,0.009999999776482582,42,6062,
,,42,6062,0.42616933584213257
0.42828255891799927,0.009999999776482582,43,6203,
,,43,6203,0.4261632561683655
0.42838746309280396,0.009999999776482582,44,6344,
,,44,6344,0.42617905139923096
0.4283156096935272,0.009999999776482582,45,6485,
,,45,6485,0.4261793792247772
0.42836126685142517,0.009999999776482582,46,6626,
,,46,6626,0.42616772651672363
0.4283326268196106,0.009999999776482582,47,6767,
,,47,6767,0.4261589050292969
0.4283194839954376,0.009999999776482582,48,6908,
,,48,6908,0.42614349722862244
0.4283521771430969,0.009999999776482582,49,7049,
,,49,7049,0.42614394426345825
0.42845672369003296,0.009999999776482582,50,7190,
,,50,7190,0.4261413514614105
0.4283984303474426,0.009999999776482582,51,7331,
,,51,7331,0.42613500356674194
0.4283216893672943,0.009999999776482582,52,7472,
,,52,7472,0.42629489302635193
0.4281822741031647,0.009999999776482582,53,7613,
,,53,7613,0.42620253562927246
0.4282234311103821,0.009999999776482582,54,7754,
,,54,7754,0.4262179732322693
0.4281642436981201,0.009999999776482582,55,7895,
,,55,7895,0.4261591136455536
0.4280219078063965,0.009999999776482582,56,8036,
,,56,8036,0.4261566996574402
0.4278442859649658,0.009999999776482582,57,8177,
,,57,8177,0.4261370003223419
0.42776787281036377,0.009999999776482582,58,8318,
,,58,8318,0.42613115906715393
0.4276938736438751,0.009999999776482582,59,8459,
,,59,8459,0.4261229932308197
0.4276180565357208,0.009999999776482582,60,8600,
,,60,8600,0.42611435055732727
0.4275839030742645,0.009999999776482582,61,8741,
,,61,8741,0.42611974477767944
0.4275527894496918,0.009999999776482582,62,8882,
,,62,8882,0.42611607909202576
