val_loss,lr,epoch,step,train_loss
,,94,13394,0.42615291476249695
0.42800578474998474,0.009999999776482582,95,13535,
,,95,13535,0.42616137862205505
0.4275394678115845,0.009999999776482582,96,13676,
,,96,13676,0.42627930641174316
0.42728304862976074,0.009999999776482582,97,13817,
,,97,13817,0.42625904083251953
0.42717617750167847,0.009999999776482582,98,13958,
,,98,13958,0.4261872172355652
0.42863929271698,0.009999999776482582,99,14099,
,,99,14099,0.4262629747390747
0.42722225189208984,0.009999999776482582,100,14240,
,,100,14240,0.4262615144252777
0.4272206425666809,0.009999999776482582,101,14381,
,,101,14381,0.42618075013160706
0.427219033241272,0.009999999776482582,102,14522,
,,102,14522,0.4261540174484253
0.4272114634513855,0.009999999776482582,103,14663,
,,103,14663,0.42613229155540466
0.427179217338562,0.009999999776482582,104,14804,
,,104,14804,0.4261239767074585
0.4272370934486389,0.009999999776482582,105,14945,
,,105,14945,0.42612436413764954
0.4271799623966217,0.009999999776482582,106,15086,
,,106,15086,0.4261169731616974
0.42719078063964844,0.009999999776482582,107,15227,
,,107,15227,0.42610976099967957
0.42729452252388,0.009999999776482582,108,15368,
,,108,15368,0.4261217713356018
0.42750799655914307,0.009999999776482582,109,15509,
,,109,15509,0.4263535141944885
0.42734667658805847,0.009999999776482582,110,15650,
,,110,15650,0.42625024914741516
0.42720505595207214,0.009999999776482582,111,15791,
,,111,15791,0.42618244886398315
0.4272285997867584,0.009999999776482582,112,15932,
,,112,15932,0.4261447787284851
0.4272283613681793,0.009999999776482582,113,16073,
,,113,16073,0.4261198043823242
0.42720675468444824,0.009999999776482582,114,16214,
,,114,16214,0.42611339688301086
0.4273489713668823,0.009999999776482582,115,16355,
,,115,16355,0.42610737681388855
0.4272024929523468,0.009999999776482582,116,16496,
,,116,16496,0.42610761523246765
0.42722219228744507,0.009999999776482582,117,16637,
,,117,16637,0.42609912157058716
0.42722827196121216,0.009999999776482582,118,16778,
,,118,16778,0.42609983682632446
0.42745038866996765,0.009999999776482582,119,16919,
,,119,16919,0.42611292004585266
0.42752617597579956,0.009999999776482582,120,17060,
,,120,17060,0.4260989725589752
0.4295230805873871,0.009999999776482582,121,17201,
,,121,17201,0.4260946810245514
0.4382195472717285,0.009999999776482582,122,17342,
,,122,17342,0.426137238740921
0.4291132986545563,0.009999999776482582,123,17483,
,,123,17483,0.42612355947494507
0.4348587393760681,0.009999999776482582,124,17624,
,,124,17624,0.42610442638397217
0.437817245721817,0.009999999776482582,125,17765,
,,125,17765,0.42609331011772156
0.4274545907974243,0.009999999776482582,126,17906,
,,126,17906,0.42609596252441406
0.42723527550697327,0.009999999776482582,127,18047,
,,127,18047,0.4261203110218048
0.4271887540817261,0.009999999776482582,128,18188,
,,128,18188,0.42608368396759033
0.4271545708179474,0.009999999776482582,129,18329,
,,129,18329,0.4260755479335785
0.4271824061870575,0.009999999776482582,130,18470,
,,130,18470,0.4260733723640442
0.4272369146347046,0.009999999776482582,131,18611,
,,131,18611,0.426072895526886
0.4271937608718872,0.009999999776482582,132,18752,
,,132,18752,0.4260771870613098
0.42714887857437134,0.009999999776482582,133,18893,
,,133,18893,0.4260769486427307
0.4271607995033264,0.009999999776482582,134,19034,
,,134,19034,0.4260556995868683
0.42745739221572876,0.009999999776482582,135,19175,
,,135,19175,0.42605969309806824
0.43563112616539,0.009999999776482582,136,19316,
,,136,19316,0.4262356758117676
0.4283529222011566,0.009999999776482582,137,19457,
,,137,19457,0.4261246919631958
0.4271916151046753,0.009999999776482582,138,19598,
,,138,19598,0.4260812997817993
0.4271639883518219,0.009999999776482582,139,19739,
,,139,19739,0.42607447504997253
0.4271356165409088,0.009999999776482582,140,19880,
,,140,19880,0.4260682761669159
0.4272054433822632,0.009999999776482582,141,20021,
,,141,20021,0.42607083916664124
0.42718398571014404,0.009999999776482582,142,20162,
,,142,20162,0.42607390880584717
0.4272330701351166,0.009999999776482582,143,20303,
,,143,20303,0.42606085538864136
0.42714348435401917,0.009999999776482582,144,20444,
,,144,20444,0.4260725975036621
0.42715883255004883,0.009999999776482582,145,20585,
,,145,20585,0.42604702711105347
0.4271497428417206,0.009999999776482582,146,20726,
,,146,20726,0.4260377287864685
0.42746418714523315,0.009999999776482582,147,20867,
,,147,20867,0.42608290910720825
0.4365133047103882,0.009999999776482582,148,21008,
,,148,21008,0.4260621666908264
0.4291343688964844,0.009999999776482582,149,21149,
,,149,21149,0.4260530471801758
0.42961835861206055,0.009999999776482582,150,21290,
,,150,21290,0.4260411858558655
0.42925789952278137,0.009999999776482582,151,21431,
,,151,21431,0.4260404706001282
0.4282916486263275,0.009999999776482582,152,21572,
,,152,21572,0.426059752702713
0.42716890573501587,0.009999999776482582,153,21713,
,,153,21713,0.4260723888874054
0.42716583609580994,0.009999999776482582,154,21854,
,,154,21854,0.42606037855148315
0.42715558409690857,0.009999999776482582,155,21995,
,,155,21995,0.426036536693573
0.4271305501461029,0.009999999776482582,156,22136,
,,156,22136,0.42602235078811646
0.4270925223827362,0.009999999776482582,157,22277,
,,157,22277,0.4260198771953583
0.4271545112133026,0.009999999776482582,158,22418,
,,158,22418,0.4260205626487732
0.4368603825569153,0.009999999776482582,159,22559,
,,159,22559,0.4260326027870178
0.43639427423477173,0.009999999776482582,160,22700,
,,160,22700,0.4260457456111908
0.42717501521110535,0.009999999776482582,161,22841,
,,161,22841,0.4260389804840088
0.4271524250507355,0.009999999776482582,162,22982,
,,162,22982,0.42602866888046265
0.4271445870399475,0.009999999776482582,163,23123,
,,163,23123,0.4260304570198059
0.4271761178970337,0.009999999776482582,164,23264,
,,164,23264,0.4260142147541046
0.4273257851600647,0.009999999776482582,165,23405,
,,165,23405,0.42601636052131653
0.427232563495636,0.009999999776482582,166,23546,
,,166,23546,0.42601776123046875
0.4274575114250183,0.009999999776482582,167,23687,
,,167,23687,0.42601513862609863
0.42936551570892334,0.009999999776482582,168,23828,
,,168,23828,0.42606744170188904
0.4271990954875946,0.009999999776482582,169,23969,
,,169,23969,0.4260460138320923
0.42711949348449707,0.009999999776482582,170,24110,
,,170,24110,0.4260372817516327
0.42722761631011963,0.009999999776482582,171,24251,
,,171,24251,0.4260563552379608
0.42915457487106323,0.009999999776482582,172,24392,
,,172,24392,0.42612147331237793
0.430210679769516,0.009999999776482582,173,24533,
,,173,24533,0.4260479509830475
0.4276965856552124,0.009999999776482582,174,24674,
,,174,24674,0.42602840065956116
0.42745813727378845,0.009999999776482582,175,24815,
,,175,24815,0.42601993680000305
0.42718639969825745,0.009999999776482582,176,24956,
,,176,24956,0.4260093569755554
0.4367537498474121,0.009999999776482582,177,25097,
,,177,25097,0.42600592970848083
0.4359835684299469,0.009999999776482582,178,25238,
,,178,25238,0.4260045886039734
0.4377877116203308,0.009999999776482582,179,25379,
,,179,25379,0.4260047972202301
0.4271416962146759,0.009999999776482582,180,25520,
,,180,25520,0.4260048270225525
0.4271175265312195,0.009999999776482582,181,25661,
,,181,25661,0.4259941279888153
0.4271790683269501,0.009999999776482582,182,25802,
,,182,25802,0.42603442072868347
0.427187979221344,0.009999999776482582,183,25943,
,,183,25943,0.42600882053375244
0.42715081572532654,0.009999999776482582,184,26084,
,,184,26084,0.42600899934768677
0.42717912793159485,0.009999999776482582,185,26225,
,,185,26225,0.4260038435459137
0.4271869957447052,0.009999999776482582,186,26366,
,,186,26366,0.42600852251052856
0.42714613676071167,0.009999999776482582,187,26507,
,,187,26507,0.42600375413894653
0.4271690249443054,0.009999999776482582,188,26648,
,,188,26648,0.4259956479072571
0.4271427392959595,0.009999999776482582,189,26789,
,,189,26789,0.4259915053844452
0.42714542150497437,0.009999999776482582,190,26930,
,,190,26930,0.42601683735847473
0.4271094799041748,0.009999999776482582,191,27071,
,,191,27071,0.42599913477897644
0.42713433504104614,0.009999999776482582,192,27212,
,,192,27212,0.42600157856941223
0.42710861563682556,0.009999999776482582,193,27353,
,,193,27353,0.4260013997554779
0.4271388053894043,0.009999999776482582,194,27494,
,,194,27494,0.4260023534297943
0.4271613657474518,0.009999999776482582,195,27635,
,,195,27635,0.42600369453430176
0.42714324593544006,0.009999999776482582,196,27776,
,,196,27776,0.4259914457798004
0.4271496832370758,0.009999999776482582,197,27917,
,,197,27917,0.4259985387325287
0.4272387623786926,0.009999999776482582,198,28058,
,,198,28058,0.42599982023239136
0.4271283745765686,0.009999999776482582,199,28199,
,,199,28199,0.4259907007217407
